orderid,itemid,userid,shopid,ctime,rating_star,satisfaction_label
153968891279458,18519263278,601759627,539564590,2023-11-29 17:29,4,Satisfied
157885675213989,18519263278,497421636,539564590,2024-01-05 18:44,4,Satisfied
164920946227972,18519263278,210647444,539564590,2024-03-31 09:30,4,Satisfied
161909813254670,18519263278,753303604,539564590,2024-02-23 14:12,3,Neutral
118912471208895,18519263278,456074610,539564590,2022-10-20 11:42,5,Very Satisfied
157743487285285,18519263424,841675007,801941273,2024-01-06 13:31,5,Very Satisfied
162401749227535,18519263424,38672490,801941273,2024-02-29 23:28,5,Very Satisfied
156863039222945,18519263424,160629132,801941273,2024-01-04 14:00,5,Very Satisfied
148668421274908,18519263424,76830100,801941273,2023-10-06 16:43,5,Very Satisfied
160407123227801,18519263424,664462093,801941273,2024-02-05 23:21,5,Very Satisfied
164446621224987,18519263424,539765293,801941273,2024-03-27 00:29,5,Very Satisfied
157744456207206,18519263424,407853033,801941273,2024-01-29 22:46,5,Very Satisfied
157663686201519,18519263424,29510262,801941273,2024-01-23 01:40,5,Very Satisfied
158031902209286,18519263424,51187166,801941273,2024-01-15 11:08,5,Very Satisfied
159298753212983,18519263424,940189273,801941273,2024-02-10 20:46,5,Very Satisfied
163927164262439,18519263424,95045629,801941273,2024-03-19 00:28,5,Very Satisfied
158575665234691,18519263424,120109767,801941273,2024-02-01 19:05,5,Very Satisfied
150777663280468,18519263424,231339445,801941273,2023-10-19 13:07,5,Very Satisfied
150143137230076,18519263424,38405601,801941273,2023-10-11 14:20,2,Dissatisfied
157957835261562,18519263424,28165449,801941273,2024-01-08 14:40,5,Very Satisfied
165807197236609,18519263424,223365510,801941273,2024-04-08 12:49,5,Very Satisfied
148671956204921,18519263424,449298551,801941273,2023-09-22 11:08,5,Very Satisfied
150571141200134,18519263424,47374324,801941273,2023-10-16 11:11,5,Very Satisfied
162236197279710,18519263424,116470826,801941273,2024-03-01 17:27,5,Very Satisfied
159706840245697,18519263424,282061033,801941273,2024-01-29 13:44,5,Very Satisfied
164007158236529,18519263424,29805184,801941273,2024-03-20 20:10,5,Very Satisfied
157402625295763,18519263424,204762902,801941273,2024-01-05 16:24,5,Very Satisfied
150475834238717,18519263424,386139052,801941273,2023-10-31 18:39,5,Very Satisfied
159730817206930,18519263424,67578940,801941273,2024-02-23 01:01,5,Very Satisfied
158309207248440,18519263424,81767732,801941273,2024-01-28 00:33,5,Very Satisfied
155888804228714,18519263424,78750956,801941273,2023-12-16 10:27,5,Very Satisfied
158245768233709,18519263424,922881336,801941273,2024-01-12 17:13,5,Very Satisfied
156053533206293,18519263424,34059341,801941273,2023-12-18 19:27,1,Very Dissatisfied
155131187293037,18519263424,1095902069,801941273,2023-12-08 20:14,5,Very Satisfied
158813957286637,18519263424,79942351,801941273,2024-01-24 15:46,5,Very Satisfied
160293205284125,18519263424,205551471,801941273,2024-03-01 10:11,5,Very Satisfied
159557169209119,18519263424,22862213,801941273,2024-02-05 18:16,5,Very Satisfied
162020506278057,18519263424,317189031,801941273,2024-02-26 13:48,5,Very Satisfied
155102408249014,18519263424,156939875,801941273,2023-12-14 09:53,5,Very Satisfied
159362768261156,18519263424,807602316,801941273,2024-02-01 20:46,5,Very Satisfied
159380294288445,18519263424,317999326,801941273,2024-01-25 11:03,5,Very Satisfied
159032232231966,18519263424,152446748,801941273,2024-01-26 00:47,5,Very Satisfied
155882723233389,18519263424,459612822,801941273,2023-12-17 01:39,5,Very Satisfied
158951453278615,18519263424,173399997,801941273,2024-01-23 12:39,3,Neutral
164270183263452,18519263424,190754407,801941273,2024-04-03 20:10,5,Very Satisfied
160221773280652,18519263424,138585534,801941273,2024-02-06 15:52,5,Very Satisfied
156572389287544,18519263424,797132548,801941273,2023-12-31 14:09,5,Very Satisfied
157397360264365,18519263424,60653424,801941273,2024-01-05 13:21,5,Very Satisfied
162705324272568,18519263424,772211335,801941273,2024-03-05 10:14,5,Very Satisfied
153379122257345,18519263424,78548440,801941273,2023-11-19 14:56,5,Very Satisfied
155471320268952,18519263424,830301953,801941273,2023-12-29 10:55,5,Very Satisfied
160505966273978,18519263424,474021454,801941273,2024-02-16 10:33,5,Very Satisfied
155452939272305,18519263424,19574109,801941273,2023-12-18 15:24,5,Very Satisfied
158433539283634,18519263424,225730283,801941273,2024-01-27 00:26,5,Very Satisfied
154347361243165,18519263424,193007644,801941273,2023-11-28 13:46,5,Very Satisfied
164136124297695,18519263424,64021885,801941273,2024-04-08 15:31,5,Very Satisfied
156064439294218,18519263424,216454835,801941273,2024-01-01 17:57,5,Very Satisfied
148185224254558,18519263424,66488672,801941273,2023-10-13 09:28,5,Very Satisfied
158057540276269,18519263424,592234286,801941273,2024-01-20 20:19,5,Very Satisfied
146304313205206,18519263424,79120939,801941273,2023-09-01 03:13,5,Very Satisfied
156741573282620,18519263424,852548605,801941273,2023-12-27 15:05,5,Very Satisfied
145639828219915,18519263424,485426418,801941273,2023-08-20 20:45,5,Very Satisfied
141197547281724,18519263424,228504866,801941273,2023-07-09 17:06,5,Very Satisfied
136399231281977,18519263424,61142902,801941273,2023-05-10 22:13,5,Very Satisfied
155057576269024,18519263424,159962667,801941273,2023-12-08 21:06,5,Very Satisfied
158951306293293,18519263424,202714948,801941273,2024-02-20 11:05,5,Very Satisfied
153892389274177,18519263424,213327355,801941273,2023-11-26 02:51,5,Very Satisfied
158344805220276,18519263424,183913897,801941273,2024-02-14 14:10,5,Very Satisfied
155115755280577,18519263424,41571705,801941273,2023-12-08 01:35,5,Very Satisfied
154462040218312,18519263424,698190267,801941273,2023-12-21 20:50,5,Very Satisfied
149113431299191,18519263424,74938883,801941273,2023-10-07 15:09,5,Very Satisfied
151919232308616,18519263424,43016894,801941273,2023-10-31 12:01,5,Very Satisfied
157702775221229,18519263424,156073660,801941273,2024-01-08 11:26,5,Very Satisfied
158842920231777,18519263424,84575590,801941273,2024-01-22 10:58,5,Very Satisfied
148411091256340,18519263424,187201745,801941273,2023-09-27 15:16,5,Very Satisfied
156705593248367,18519263424,60576999,801941273,2023-12-29 14:17,5,Very Satisfied
158908701234453,18519263424,291853319,801941273,2024-01-20 13:49,5,Very Satisfied
147452924206604,18519263424,282220244,801941273,2023-09-09 10:53,5,Very Satisfied
162973870287051,18519263424,308914424,801941273,2024-03-09 15:26,5,Very Satisfied
162305132259864,18519263424,375564652,801941273,2024-02-29 14:05,5,Very Satisfied
160162966282898,18519263424,953067731,801941273,2024-02-05 13:10,5,Very Satisfied
155482552264390,18519263424,1028532671,801941273,2023-12-16 22:46,5,Very Satisfied
148490437278817,18519263424,1054118538,801941273,2023-10-11 23:16,5,Very Satisfied
152555285208456,18519263424,100599588,801941273,2023-11-21 22:00,5,Very Satisfied
132857597288939,18519263424,64393073,801941273,2023-03-29 01:48,5,Very Satisfied
162629227251769,18519263424,86701002,801941273,2024-03-12 19:26,5,Very Satisfied
163581606248692,18519263424,92742903,801941273,2024-03-14 09:34,5,Very Satisfied
150088354266442,18519263424,317575075,801941273,2023-10-31 17:04,5,Very Satisfied
158080569205327,18519263424,289329910,801941273,2024-01-31 23:32,5,Very Satisfied
159016427272010,18519263424,26504789,801941273,2024-01-24 03:10,5,Very Satisfied
152811696242047,18519263424,468247254,801941273,2023-11-22 14:44,5,Very Satisfied
152557503205493,18519263424,59576585,801941273,2023-11-13 17:25,5,Very Satisfied
164166170247041,18519263424,998816190,801941273,2024-03-20 13:50,5,Very Satisfied
156407679240997,18519263424,206575846,801941273,2023-12-22 00:28,5,Very Satisfied
161778182282659,18519263424,20577676,801941273,2024-03-01 18:00,1,Very Dissatisfied
155031723227423,18519263424,1074297937,801941273,2023-12-07 16:07,5,Very Satisfied
158061654272789,18519263424,25293911,801941273,2024-01-09 13:20,5,Very Satisfied
160641895263694,18519263424,632790734,801941273,2024-02-15 13:41,5,Very Satisfied
162634496281278,18519263424,565103885,801941273,2024-03-09 12:27,5,Very Satisfied
154540039218571,18519263424,278413876,801941273,2023-12-11 10:16,5,Very Satisfied
159910171280501,18519263424,143631033,801941273,2024-02-23 14:27,5,Very Satisfied
162181305273702,18519263424,85449105,801941273,2024-02-28 19:32,5,Very Satisfied
159702943236191,18519263424,1152598845,801941273,2024-02-02 11:35,5,Very Satisfied
160162618250087,18519263424,365299781,801941273,2024-02-29 15:00,5,Very Satisfied
162402941231928,18519263424,19307672,801941273,2024-04-01 12:08,5,Very Satisfied
161972087224031,18519263424,119971751,801941273,2024-02-29 17:01,5,Very Satisfied
157658622221517,18519263424,62987444,801941273,2024-01-23 19:47,5,Very Satisfied
162563807286585,18519263424,1187966664,801941273,2024-03-01 14:09,5,Very Satisfied
156333957237041,18519263424,160629132,801941273,2023-12-21 18:58,5,Very Satisfied
159300999288067,18519263424,344907715,801941273,2024-01-26 18:36,5,Very Satisfied
162205211223234,18519263424,554934907,801941273,2024-02-27 17:33,5,Very Satisfied
158714436212011,18519263424,302473575,801941273,2024-01-20 07:58,5,Very Satisfied
158397828217382,18519263424,121570091,801941273,2024-01-24 19:17,5,Very Satisfied
163964856266534,18519263424,353644872,801941273,2024-03-26 23:45,5,Very Satisfied
159732578258517,18519263424,623232493,801941273,2024-01-30 18:13,5,Very Satisfied
162447530246170,18519263424,850664751,801941273,2024-03-08 13:43,5,Very Satisfied
160893950232240,18519263424,45817543,801941273,2024-03-07 01:33,5,Very Satisfied
162528090239412,18519263424,103683157,801941273,2024-03-05 00:57,5,Very Satisfied
155459113238607,18519263424,379179842,801941273,2023-12-14 07:14,5,Very Satisfied
154139230208692,18519263424,775019013,801941273,2023-11-24 19:36,5,Very Satisfied
151704780206067,18519263424,950579979,801941273,2023-10-27 17:50,5,Very Satisfied
162348123274591,18519263424,337763669,801941273,2024-02-28 19:44,5,Very Satisfied
157770959296593,18519263424,844636532,801941273,2024-01-09 17:21,5,Very Satisfied
158952477224513,18519263424,230454551,801941273,2024-01-20 11:52,5,Very Satisfied
153364328216135,18519263424,105031294,801941273,2023-11-17 10:02,5,Very Satisfied
156856722230235,18519263424,142988526,801941273,2023-12-27 14:39,5,Very Satisfied
158159794227646,18519263424,84985855,801941273,2024-01-16 01:00,5,Very Satisfied
164605665286735,18519263424,18226202,801941273,2024-03-26 09:20,5,Very Satisfied
162489205289307,18519263424,13989867,801941273,2024-03-04 09:12,5,Very Satisfied
149789605241504,18519263424,188426430,801941273,2023-10-10 22:55,5,Very Satisfied
152180178241259,18519263424,87473616,801941273,2023-11-16 15:19,5,Very Satisfied
161459380236653,18519263424,295240920,801941273,2024-02-25 00:33,5,Very Satisfied
159071951250384,18519263424,67032170,801941273,2024-01-23 18:35,5,Very Satisfied
150994839285489,18519263424,255381781,801941273,2023-10-21 21:13,5,Very Satisfied
155446358297072,18519263424,86905208,801941273,2024-01-06 11:58,5,Very Satisfied
161936499253700,18519263424,60710772,801941273,2024-02-28 03:07,5,Very Satisfied
162535912236478,18519263424,302473575,801941273,2024-03-04 13:00,5,Very Satisfied
159416666246233,18519263424,42063176,801941273,2024-01-26 11:04,3,Neutral
158303804244172,18519263424,401688792,801941273,2024-01-12 23:01,5,Very Satisfied
164375669211696,18519263424,337345312,801941273,2024-03-26 16:14,5,Very Satisfied
157298852262547,18519263424,466237176,801941273,2024-01-02 15:25,5,Very Satisfied
151583827245191,18519263424,410635890,801941273,2023-11-24 17:53,5,Very Satisfied
157390134205778,18519263424,395168948,801941273,2024-01-04 20:27,5,Very Satisfied
161972623221670,18519263424,315836992,801941273,2024-02-26 20:16,5,Very Satisfied
163409675297959,18519263424,168858699,801941273,2024-03-11 20:09,5,Very Satisfied
151907572242894,18519263424,786785877,801941273,2023-11-12 21:50,5,Very Satisfied
153322849297453,18519263424,694883507,801941273,2023-11-16 21:28,5,Very Satisfied
155570613256672,18519263424,445966000,801941273,2023-12-23 23:09,5,Very Satisfied
154842932201011,18519263424,128949144,801941273,2023-12-04 14:34,5,Very Satisfied
157154710285372,18519263424,188730829,801941273,2024-01-02 23:49,5,Very Satisfied
156833531261904,18519263424,880943260,801941273,2024-01-06 21:18,5,Very Satisfied
158326545222687,18519263424,658333181,801941273,2024-01-20 13:33,5,Very Satisfied
159816552272930,18519263424,432621969,801941273,2024-02-01 18:06,5,Very Satisfied
160118548297738,18519263424,602372295,801941273,2024-02-03 12:20,5,Very Satisfied
159517250283194,18519263424,722865353,801941273,2024-01-27 13:33,5,Very Satisfied
160331696246212,18519263424,948635501,801941273,2024-02-13 22:08,5,Very Satisfied
159862669253732,18519263424,1141955870,801941273,2024-02-25 13:11,5,Very Satisfied
162013538287776,18519263424,200566934,801941273,2024-03-01 11:12,5,Very Satisfied
162669312251967,18519263424,764495220,801941273,2024-03-05 00:05,5,Very Satisfied
162535656222520,18519263424,176196598,801941273,2024-03-07 21:07,5,Very Satisfied
161659662271351,18519263424,850308037,801941273,2024-03-26 20:03,5,Very Satisfied
162142949203025,18519263424,363600482,801941273,2024-03-29 15:56,5,Very Satisfied
160486298285997,18519263424,828846935,801941273,2024-03-11 00:55,3,Neutral
164990168219954,18519263424,740707509,801941273,2024-04-01 14:45,3,Neutral
139745388257747,18519263424,153330576,801941273,2023-06-13 18:07,4,Satisfied
135182257237218,18519263424,179651179,801941273,2023-05-03 22:24,5,Very Satisfied
