orderid,itemid,cmtid,ctime,rating,userid,shopid,comment,rating_star,skin_suitability,absorption,model_name
160970510251559,24008606428,14158492630,1707483363,1,1182016147,1039472330,"my 3rd time to order, thank you received in excellent quality and well packaged. will order again, very accommodating seller shop，Thank you seller! Fast ship out and delivery. The item was very well packed. I love this.. Recommended.",5,,,
160971626253531,24008606428,14183859882,1707788813,1,1182023984,1039472330,super ganda ng kulay niya!! at super ganda ng quality!! talaga namang sulit na sulit ang pag order mo neto.. thankyou seller!! i love it !!,5,,,
161399792287133,24008606428,14187413076,1707818668,1,1185262230,1039472330,Thank you shopee and thank you seller.Ganda ng item Nasurprise ang anak ko Di nya alam na dumating na pala. Super safe ang pgkabalot. Walang gasgas. Salamat kuya J&T rider. Ingat lagi. thankyou po seller sulit yung ginastos ko sobra pa hehehe,5,,,
161492673259215,24008606428,14193733807,1707897996,1,1185966698,1039472330,"This is so amazing and also satisfying,  having this phone at lowest price is a big discount for me , thanks seller complete set pa talaga hehe more sales po",5,,,
161610084235448,24008606428,14209805519,1708061705,1,1186939397,1039472330,"Naka perfect sya sa akin dahil sa, ito ay budget phone na mataas ang specs. Syempre, compared sa premium phones, nasa baba ito. After a week bago ako mag review & really checked if this phone is really what was advertised. So far, exceeded my expectations. For a budget phone & sa gamers, ok ito 😊👍👏👌💪💯✅",5,,,
160971883275404,24008606428,14183942658,1707789752,1,1165418185,1039472330,"At first i doubt ordering to this shop, but when I review all the feedbacks so far ok naman so I take risk kasi nga gusto ko ang item and ang mas maganda pa nakuha ko xa sa mas cheaper sa price nya compared sa originalnprice nya. Sobrang ganda talaga ng Item. Kaya sobrang happy ko and very responsive ang seller . At sa mga may balak omorder dito atnag dadalawang isip diyan trust me. Proven and tested ko po supper legit po sila. Sobrang happy ko dito na shop. Maraming salamat po",5,,,
161400711278512,24008606428,14187391028,1707818498,1,1185268727,1039472330,"legit and satisfied customer here! super thankfull ako sa nakuha kong phone! saktong saktong mag bebirthday yung kapain ko may pang selfiee na kami hehe, maraming salamat po seller and shopee. super happy with my new phone ❤",5,,,
160972344258487,24008606428,14186422955,1707810811,1,1166130943,1039472330,"This is so amazing and also satisfying,  having this phone at lowest price is a big discount for me , thanks seller complete set pa talaga hehe more sales po",5,,,
160192553295498,24008606428,14053747970,1706690030,1,1166099415,1039472330,"Thank you seller, I really love the phone, camera is good, ram are high and also smooth na smooth. I am really grateful na ako ang napili na mapadalhan ng phone. I will give this to my younger brother para pangschool nya. Thank you seller keep up the good work, I will order again soon🥰🙌❤️👏",5,,,
161608804233907,24008606428,14209673975,1708060850,1,1186928363,1039472330,"This phone is really great value and high cost performance. After using it for a period of time, I personally feel that it is very good in all aspects and the configuration is also very high. I like it very much! ! !",5,,,
160969416215704,24008606428,14158415535,1707482798,1,1181994546,1039472330,The phone arrived at the estimated date of arrival. the delivery courier is also nice and we checked it before paying. the phone is really good and i like it,5,,,
160994189282679,24008606428,14186024444,1707807563,1,1181433269,1039472330,"SUPER HAPPY KO SA PURCHASE NA TO! In all fairness, mabilis siya dumating and well packaged. All photos  shows na safe ang item from fashion phone.. i also checked the serial code prior opening and 100% legit",5,,,
161344195285045,24008606428,14187558836,1707819752,1,1184893576,1039472330,"Sa wakas nanalo din,  Super legit Dito grabe, salamat seller, binigay mong phone malaking tulong po ito sa aking  pag-aaral Kasi sira na Yung phone ko kaya ng papasalamat po Ako sa inyo ng marami, SANA MARAMI PA KAYUNG matulungan kagaya ko salamat.🙏❤️🥰🥰🥰",5,,,
161342098278114,24008606428,14187584396,1707819944,1,1184877294,1039472330,"Unexpected talaga! Super happy nakakagaan ng loob and na excite rin akong buksan kanina kasi nakabox talaga siya, shocked pa rin talaga..salamat po sa brand new phone 😍 thanked you very much seller 😊",5,,,
161345546293648,24008606428,14187538062,1707819596,1,1184904579,1039472330,Woah paboritong kulay panga ang nakuha sobrang worth it na nito Iphone na toh eh bakit pako malulugi nakailang try din ako kaya tingin ko deserve na deserve ko toh kaya maraming maraming salamat po worth it na worth it ang pghihintay ko ang pagbili ko sa store niyo.,5,,,
161347048224607,24008606428,14187519751,1707819457,1,1184917210,1039472330,Salamat ^_^ old phone ko Po Yan haha piro I will recommend dis realme. Ang Ganda tpos legit pa yong nabilhan ko kahit online. Mas natakut pa yung mga kaibigan ko bka daw maxscam ako haha. Salamat shopee,5,,,
160191902240208,24008606428,14053324721,1706687698,1,1169844188,1039472330,Properly packed and received in good condition. Got this at 99 pesos with free case pa! Thanks seller labyo ganda ng Realme!,5,,,
160974396249439,24008606428,14145400160,1707377364,1,1181451312,1039472330,"Woooaaah. Super legit Dito grabe, salamat seller, binigay mong phone malaking tulong po ito sa aking  pag-aaral Kasi sira na Yung phone ko kaya ng papasalamat po Ako sa inyo ng marami🥰🥰, SANA MARAMI PA KAYUNG matulungan kagaya ko salamat.🙏❤️🥰",5,,,
161610808250383,24008606428,14217149910,1708133607,1,1186947291,1039472330,"thank you so much for this seller!! grabii ahh paagang birthday gift ne seller sakin HAHAHA, I didnt expect this kasi try lang naman sana pero hindi ako binigo ne seller HAHAHA, THANK YOU AGAIN SELLER DA BEST KA TALAGA!!",5,,,
160975056228605,24008606428,14145522016,1707378074,1,1179502372,1039472330,... Faster than I expected and safe item truly recommended for other buyers. Thank you shopee and seller🥰,5,,,
161853829226213,24008606428,14268454827,1708569718,0,103837922,1039472330,"Best Feature:Did get what I was expecting
Performance:functional
Product Quality:Plastic

So I guess better luck next time for me. This is just rather a false advertisement. Just curious and fell for it. Picture 1:  expectation vs. picture 2: REALITY.  What a waste.",2,,,
164723650231502,24008606428,14653499444,1711418425,-1,399813435,1039472330,"Product Quality:not good
Best Feature:okay lang
Performance:okay lang

Akala ko phone, phone stand pa la, pero okay lang.",1,,,
161978944237447,24008606428,14281084033,1708664906,-1,1120696255,1039472330,Product Quality:bat ganto to? haha hay nako. tas may Bali pa Yung cp holder,1,,,
165012322216739,24008606428,14730593352,1711901597,-1,112449142,1039472330,"At first I doubt kasi phone ang nakalagay however ang reviews ang gaganda. So i tried to purchase and ended getting a different product. Sana nagsaba nalng na mystery box than posting a product hindi naman totoo ang ipapadala. Still hindi ko na erereturn,magagamit lang naman. Kayanganlan,nawalan ako ng tiwala sa seller. I dont recommend.",1,,,
164729668261909,24008606428,14788631930,1712270926,-1,1161822330,1039472330,"Product Quality:no legit
Best Feature:no
Performance:bad

Paasa kayo sa MGA customer nyo 
Ang sa Inyo lang mka benta kayo
Tapos Ang feedback ..
Ang gaganda sa inuhan pag dating sa dulo 
Ang pangit Ang feedback budol kayo wag kayo umorder guys ..mabubudol lng kayo dto cp saw tapos pag dating sa inyo stand cp..😡😢😢😢",1,,,
163027523230343,24008606428,14501180321,1710307100,-1,993794492,1039472330,"Best Feature:scam because what was delivered is not the phone that was described but a phone holder.

You should specify very well on your promotion what is it like to be. It was stated it's a phonesamsung s21ultra 5g phone but it's not. It's a phone holder too cheap! Scam!",1,,,
165027613239134,24008606428,14706634725,1711758571,-1,1198646022,1039472330,Fake item. I order as a promo sale but you gave DIRTY microphone stand .NEXT TIME DONT POST PROMO IF U DIDNT SEND THE ACTUAL PRODUCT!!!!NEVER BUY YOUR PRODUCT AGAIN!!!,1,,,
164950019260922,24008606428,14653336677,1711417192,-1,1079717661,1039472330,"Product Quality:cell phone daw bakit yan yung dumating . mali na frank ako 🥺🥺🥺

cell phone order dumating stun ng c.p na frank ako 😫😫😫",1,,,
163312565251676,24008606428,14531305532,1710510176,0,987482077,1039472330,"Best Feature:naloko Ako
Product Quality:Hindi ito Ang inaasshan ko
Performance:not good

Sayang Ang Pera ko dalawa pa Naman inorder ko di nmn totoo",2,,,
163315950240078,24008606428,14655495795,1711429863,-1,751586709,1039472330,"Product Quality:not satisfied  KC cellphone Ang inorder ko
Best Feature:iba Ang pinadala Sa akin phone stand Ang dumating",1,,,
162001441206219,24008606428,14266809320,1708552391,-1,544447357,1039472330,"Pangit Akala ko cp  stand lng pla ng cp ang gndA ng mga comment sa una puro cellphone 
Tapes sa akin stand phone nakakadismaya.",1,,,
161627701274829,24008606428,14236684144,1708308702,-1,1044909018,1039472330,Mahiya TAYO worth worth 300 equivalent sa 60 pesos Lang dumating.. Unlucky hindi Lucky,1,,,
162280575221604,24008606428,14355447912,1709265307,-1,899929963,1039472330,akala ko totoo ung inorder ko pag dating iba naman,1,,,
164628049298574,24008606428,14616640369,1711150049,-1,993040490,1039472330,"Wrong item sira pa,scam.Cellphone nakalagay pero microphone stand pinadala.",1,,,
165205561256792,24008606428,14764946044,1712129768,-1,1023502138,1039472330,"Performance:not good
Product Quality:not good

Scamm",1,,,
165131574285986,24008606428,14701732434,1711714378,-1,76053194,1039472330,"Product Quality:Best SCAMMER

Friday de SCAM!",1,,,
162121544241511,24008606428,14276892818,1708615119,1,1191232545,1039472330,Napakaganda .Po ..nice Quality.salamat reseller..,5,,,
165025944249481,24008606428,14676422363,1711551778,-1,270788165,1039472330,Hahaha stand ng mic ang nakuha ko.,1,,,
165069184205171,24008606428,14674600127,1711543854,1,1195654182,1039472330,"Ok nmn xa, expected q n ganito lng talaga makukuha q. Mas magugulat aq kung cp nkuha. Goods pdn. Thank you seller",5,,,
161401279223460,24008606428,14187361860,1707818273,1,1185282802,1039472330,"Got the item well packed and in very good condition👍and guess what? there's a freebie on it😍OMG! I didn't expect na with freebie pala sya i was really surprised😅 well anyway,i love the item and the freebie as well,thanks seller you're so sweet!💜 this instax is actually for my daughter i gave this to her as a gift for their upcoming prom. and she love's it😊good thing i found this shop.Thank you so much seller.God bless you always!🤗",5,,,
165988039273176,24008606428,14824059420,1712493114,-1,944593423,1039472330,"Product Quality:disappointed
Performance:not true to advertisement
Best Feature:really disappointed",1,,,
164789791221159,24008606428,14631656772,1711260252,-1,1163552319,1039472330,"Performance:1
Product Quality:1
Best Feature:1/10

one change for cp",1,,,
160974573264919,24008606428,14144983829,1707374979,1,1181089484,1039472330,"One of the best phone I received all of my life , best seller dito guys . 100% legit . I would like to say thank you so much idolo seller.",5,,,
161402866214427,24008606428,14187452583,1707818964,1,1185292084,1039472330,WORTH IT! Nag try lang talaga ako at hindi naman ako nabigo😍 thank you so much maam/sir sa blessing na binigay nyo! Kala ko hindi ako mananalo tapos gulat ako kasi mabigat yung laman ng box at cellphone ang laman niya😍. Sobrang saya ko sana makatulong pa po kayo sa iba. Thank you seller💖,5,,,
161490670212704,24008606428,14193750340,1707898138,1,1185945835,1039472330,"Thank you for just getting my brand new phone thank you worthy seller surname Lai ❤️ Natanggap ang item in good condition at walang damage .. thank you shopee😊❤️❤️ Fast shipping, great phone ❤️ ❤️",5,,,
165077360204090,24008606428,14733510260,1711936847,-1,1159956582,1039472330,SCAMMER ALERT,1,,,
162022686243399,24008606428,14268844129,1708572352,-1,493391404,1039472330,no goods item,1,,,
161841359216408,24008606428,14355976480,1709268164,-1,1188741508,1039472330,Performance:poor,1,,,
165390162219996,24008606428,14766554538,1712136798,0,840682312,1039472330,Unhappy,2,,,
163604273256865,24008606428,14570582628,1710820223,-1,1157852592,1039472330,Scam,1,,,
165250649222256,24008606428,14717464314,1711812183,-1,618552377,1039472330,Sablay👎,1,,,
164733021273512,24008606428,14630029875,1711251864,-1,1195895530,1039472330,Scam,1,,,
165009529272241,24008606428,14708570963,1711771109,-1,326221291,1039472330,scam,1,,,
166018866218483,24008606428,14835289644,1712575956,-1,1227164735,1039472330,Mali ang Pinadala mga bobo,1,,,
164712578207093,24008606428,14622139088,1711183181,-1,110946701,1039472330,ganda ng cellphone..pilagloloko nyo kami...,1,,,
161565111238963,24008606428,14201717661,1707984129,-1,489958002,1039472330,,1,,,
165175974243359,24008606428,14685083835,1711616152,-1,896060009,1039472330,,1,,,
164203770254789,24008606428,14550704829,1710664572,-1,1209756502,1039472330,SCAMMED .. I got phone holder HAHAHAHA,1,,,
165389467288046,24008606428,14722220469,1711860534,-1,1000638139,1039472330,Samsung na sana naging bato,1,,,
165071179261127,24008606428,14733925764,1711939390,-1,233765359,1039472330,,1,,,
165176983271819,24008606428,14733756259,1711938376,-1,1106834433,1039472330,,1,,,
160528294203611,24008606428,14143970641,1707369160,-1,1178503442,1039472330,,1,,,
165226233263698,24008606428,14716722789,1711807993,-1,1148515773,1039472330,,1,,,
164765817243427,24008606428,14681048428,1711598549,1,95913816,1039472330,,5,,,
162050470275008,24008606428,14635068612,1711278665,0,33211934,1039472330,,2,,,
165049660210498,24008606428,14726584780,1711881344,-1,118903950,1039472330,,1,,,
164959278237322,24008606428,14653419008,1711417823,0,267667152,1039472330,,3,,,
163769478265327,24008606428,14504908433,1710326128,-1,86856004,1039472330,,1,,,
165055294291293,24008606428,14683604571,1711609846,1,258084993,1039472330,,5,,,
161948713247054,24008606428,14408040763,1709640051,1,1176838867,1039472330,,5,,,
164745764232173,24008606428,14638168367,1711296419,1,797958561,1039472330,,5,,,
165070325276818,24008606428,14670738266,1711528287,1,408976239,1039472330,,5,,,
165050494282927,24008606428,14709001590,1711773078,1,859285552,1039472330,,5,,,
164775688228987,24008606428,14833468243,1712566376,1,611658349,1039472330,,5,,,
161675270239323,24008606428,14308159520,1708886374,-1,255832496,1039472330,,1,,,
164974066204991,24008606428,14657251179,1711438927,0,1179955680,1039472330,,3,,,
160774405297022,24008606428,14132945367,1707283440,-1,449336046,1039472330,,1,,,
161701404285523,24008606428,14237243197,1708312801,-1,282085316,1039472330,,1,,,
161666820228238,24008606428,14354023054,1709255808,-1,1145023412,1039472330,,1,,,
161978070262589,24008606428,14352503974,1709226720,-1,956315893,1039472330,,1,,,
163602589205009,24008606428,14590963163,1710950689,-1,1204375991,1039472330,,1,,,
164584955228118,24008606428,14613214533,1711111555,-1,1158797894,1039472330,,1,,,
164821020255108,24008606428,14659508239,1711450060,-1,1139429035,1039472330,,1,,,
164818257268716,24008606428,14674899791,1711545069,-1,835869558,1039472330,,1,,,
164819623225515,24008606428,14670452134,1711527025,-1,1189345718,1039472330,,1,,,
164772110225349,24008606428,14669919862,1711524678,-1,1173634107,1039472330,,1,,,
164986632298629,24008606428,14723930443,1711868557,-1,1174376766,1039472330,,1,,,
165190403282203,24008606428,14727405182,1711885375,-1,805557804,1039472330,,1,,,
164802639217140,24008606428,14715329767,1711801431,-1,1164828502,1039472330,,1,,,
164875570275101,24008606428,14734832294,1711944358,-1,1020116894,1039472330,,1,,,
166018045282952,24008606428,14820476499,1712475584,-1,1227133398,1039472330,,1,,,
163633260219865,24008606428,14532080898,1710514619,-1,697636033,1039472330,,1,,,
161699232217236,24008606428,14479122526,1710136509,-1,776733417,1039472330,,1,,,
162266180262451,24008606428,14376853497,1709430350,-1,595995139,1039472330,,1,,,
162250854234820,24008606428,14360564962,1709291814,-1,1181727207,1039472330,,1,,,
